weapon_type,firearm_caliber,weapon_description,trr_report_id
HANDS/FISTS,,,365605
OTHER (SPECIFY),,,365605
CHEMICAL WEAPON,,,366249
"MOUTH (SPIT,BITE,ETC)",,,366249
FEET,,,366249
HANDS/FISTS,,,366249
HANDS/FISTS,,,366249
HANDS/FISTS,,,366249
HANDS/FISTS,,,366249
FIREARM - SEMI-AUTOMATIC,,,366379
HANDS/FISTS,,,366716
VEHICLE,,,367391
VEHICLE,,,367420
VEHICLE,,,367434
"MOUTH (SPIT,BITE,ETC)",,,368284
HANDS/FISTS,,,368889
HANDS/FISTS,,,368889
FIREARM - SEMI-AUTOMATIC,,,369090
HANDS/FISTS,,,369291
"MOUTH (SPIT,BITE,ETC)",,,369801
HANDS/FISTS,,,369840
HANDS/FISTS,,,369840
OTHER (SPECIFY),,HAMMER,370312
OTHER (SPECIFY),,HAMMER,370387
OTHER (SPECIFY),,,370388
OTHER (SPECIFY),,HAMMER,370470
HANDS/FISTS,,,370642
HANDS/FISTS,,,370642
FEET,,,370671
FEET,,,370686
FEET,,,370695
HANDS/FISTS,,,370695
HANDS/FISTS,,,370695
OTHER (SPECIFY),,,370695
OTHER (SPECIFY),,,370696
HANDS/FISTS,,,370696
HANDS/FISTS,,,370696
FEET,,,370696
FEET,,,370702
HANDS/FISTS,,,370702
HANDS/FISTS,,,370702
OTHER (SPECIFY),,,370702
FIREARM - SEMI-AUTOMATIC,,,370778
HANDS/FISTS,,,370795
HANDS/FISTS,,,370795
FEET,,,371429
HANDS/FISTS,,,371984
FEET,,,371984
HANDS/FISTS,,,371984
HANDS/FISTS,,,371984
HANDS/FISTS,,,371984
HANDS/FISTS,,,371986
FEET,,,371986
FEET,,,372023
HANDS/FISTS,,,372100
VEHICLE,,,372167
HANDS/FISTS,,,372272
VEHICLE,,,372304
OTHER (SPECIFY),,CAR DOOR,373229
OTHER (SPECIFY),,,373229
HANDS/FISTS,,,373230
HANDS/FISTS,,,373230
VEHICLE,,,373872
FEET,,,373980
HANDS/FISTS,,,374884
FEET,,,374884
OTHER (SPECIFY),,,374884
FEET,,,374886
HANDS/FISTS,,,374886
OTHER (SPECIFY),,,374886
FIREARM - SEMI-AUTOMATIC,,,375303
HANDS/FISTS,,,375440
HANDS/FISTS,,,375440
HANDS/FISTS,,,376008
HANDS/FISTS,,,376193
FEET,,,376193
HANDS/FISTS,,,376193
FIREARM - SEMI-AUTOMATIC,,,376280
HANDS/FISTS,,,376292
HANDS/FISTS,,,377908
HANDS/FISTS,,,377908
HANDS/FISTS,,,377941
HANDS/FISTS,,,377957
HANDS/FISTS,,,377957
HANDS/FISTS,,,378225
HANDS/FISTS,,,378225
HANDS/FISTS,,,378225
KNIFE/OTHER CUTTING INSTRUMENT,,,378479
FIREARM - SEMI-AUTOMATIC,,,378655
KNIFE/OTHER CUTTING INSTRUMENT,,,378735
HANDS/FISTS,,,379379
HANDS/FISTS,,,379379
HANDS/FISTS,,,380097
HANDS/FISTS,,,380097
HANDS/FISTS,,,380114
"MOUTH (SPIT,BITE,ETC)",,,380114
HANDS/FISTS,,,380114
HANDS/FISTS,,,380114
"MOUTH (SPIT,BITE,ETC)",,,380142
OTHER (SPECIFY),,,380210
HANDS/FISTS,,,380450
HANDS/FISTS,,,380450
HANDS/FISTS,,,380450
FIREARM - SEMI-AUTOMATIC,,,380673
OTHER (SPECIFY),,DERRINGER HAND GUN,380742
OTHER (SPECIFY),,DERRINGER HANDGUN,380745
OTHER (SPECIFY),,,380767
FEET,,,381033
HANDS/FISTS,,,381312
HANDS/FISTS,,,381312
HANDS/FISTS,,,381312
FEET,,,381312
FIREARM - SEMI-AUTOMATIC,,,381442
FIREARM - SEMI-AUTOMATIC,,,381466
HANDS/FISTS,,,382015
HANDS/FISTS,,,382088
HANDS/FISTS,,,382088
KNIFE/OTHER CUTTING INSTRUMENT,,,382300
HANDS/FISTS,,,382931
HANDS/FISTS,,,383065
HANDS/FISTS,,,383065
HANDS/FISTS,,,383104
HANDS/FISTS,,,383104
HANDS/FISTS,,,383104
HANDS/FISTS,,,383127
HANDS/FISTS,,,383127
FEET,,,383127
HANDS/FISTS,,,383127
"MOUTH (SPIT,BITE,ETC)",,,383448
FEET,,,383448
"MOUTH (SPIT,BITE,ETC)",,,383468
FEET,,,383468
HANDS/FISTS,,,383881
OTHER (SPECIFY),,,383881
FEET,,,383881
"MOUTH (SPIT,BITE,ETC)",,,384306
HANDS/FISTS,,,384541
OTHER (SPECIFY),,,384935
FEET,,,384935
FIREARM - SEMI-AUTOMATIC,,,385069
HANDS/FISTS,,,385069
HANDS/FISTS,,,385069
FIREARM - SEMI-AUTOMATIC,,,385071
HANDS/FISTS,,,385071
HANDS/FISTS,,,385071
HANDS/FISTS,,,385445
HANDS/FISTS,,,385445
HANDS/FISTS,,,385445
HANDS/FISTS,,,385951
"MOUTH (SPIT,BITE,ETC)",,,385951
HANDS/FISTS,,,385951
HANDS/FISTS,,,385951
HANDS/FISTS,,,385951
FEET,,,385952
"MOUTH (SPIT,BITE,ETC)",,,385952
HANDS/FISTS,,,385952
HANDS/FISTS,,,385952
HANDS/FISTS,,,385952
HANDS/FISTS,,,386001
OTHER (SPECIFY),,,386001
HANDS/FISTS,,,386112
HANDS/FISTS,,,386112
HANDS/FISTS,,,386112
HANDS/FISTS,,,386131
HANDS/FISTS,,,386131
HANDS/FISTS,,,386131
HANDS/FISTS,,,386331
HANDS/FISTS,,,386554
HANDS/FISTS,,,386784
HANDS/FISTS,,,386784
HANDS/FISTS,,,387120
HANDS/FISTS,,,387120
HANDS/FISTS,,,387120
HANDS/FISTS,,,387120
HANDS/FISTS,,,387165
HANDS/FISTS,,,387165
HANDS/FISTS,,,387165
HANDS/FISTS,,,387165
HANDS/FISTS,,,387183
HANDS/FISTS,,,387183
FIREARM - SEMI-AUTOMATIC,,,387472
HANDS/FISTS,,,387534
HANDS/FISTS,,,387536
KNIFE/OTHER CUTTING INSTRUMENT,,,387883
FIREARM - SEMI-AUTOMATIC,,,388826
FIREARM - SEMI-AUTOMATIC,,,388827
FIREARM - SEMI-AUTOMATIC,,,388829
FIREARM - SEMI-AUTOMATIC,,,388833
FIREARM - SEMI-AUTOMATIC,,,388920
FIREARM - SEMI-AUTOMATIC,,,388975
FEET,,,389097
FIREARM - SEMI-AUTOMATIC,,,389167
FIREARM - SEMI-AUTOMATIC,,,389244
FIREARM - SEMI-AUTOMATIC,,,389276
HANDS/FISTS,,,389529
FEET,,,389529
FIREARM - SEMI-AUTOMATIC,,,389941
FIREARM - SEMI-AUTOMATIC,,,389950
HANDS/FISTS,,,390012
HANDS/FISTS,,,390015
HANDS/FISTS,,,390027
HANDS/FISTS,,,390039
HANDS/FISTS,,,390548
FEET,,,390548
FIREARM - SEMI-AUTOMATIC,,,390671
HANDS/FISTS,,,390671
FIREARM - SEMI-AUTOMATIC,,,390672
FIREARM - SEMI-AUTOMATIC,,,390691
FIREARM - SEMI-AUTOMATIC,,,390743
FIREARM - SEMI-AUTOMATIC,,,390754
FIREARM - SEMI-AUTOMATIC,,,390969
HANDS/FISTS,,,390993
FEET,,,391170
FEET,,,391179
FEET,,,391181
FEET,,,391221
OTHER (SPECIFY),,,391237
HANDS/FISTS,,,391337
HANDS/FISTS,,,391337
HANDS/FISTS,,,391337
FIREARM - SEMI-AUTOMATIC,,,391477
FIREARM - SEMI-AUTOMATIC,,,391501
HANDS/FISTS,,,392448
HANDS/FISTS,,,392448
"MOUTH (SPIT,BITE,ETC)",,,392512
FIREARM - SEMI-AUTOMATIC,,,392595
FIREARM - SEMI-AUTOMATIC,,,392732
HANDS/FISTS,,,392918
HANDS/FISTS,,,392918
HANDS/FISTS,,,392918
FEET,,,392918
HANDS/FISTS,,,392929
FEET,,,392929
HANDS/FISTS,,,392929
HANDS/FISTS,,,392929
HANDS/FISTS,,,392937
HANDS/FISTS,,,392937
HANDS/FISTS,,,392937
FEET,,,392937
FEET,,,392952
HANDS/FISTS,,,392952
HANDS/FISTS,,,392952
FEET,,,392954
HANDS/FISTS,,,392954
HANDS/FISTS,,,392954
FEET,,,392955
HANDS/FISTS,,,392955
HANDS/FISTS,,,392955
HANDS/FISTS,,,392955
FIREARM - SEMI-AUTOMATIC,,,393000
FIREARM - SEMI-AUTOMATIC,,,393020
FIREARM - SEMI-AUTOMATIC,,,393021
OTHER (SPECIFY),,,394111
FIREARM - SEMI-AUTOMATIC,,,394297
HANDS/FISTS,,,394300
HANDS/FISTS,,,394300
HANDS/FISTS,,,394306
HANDS/FISTS,,,394306
HANDS/FISTS,,,394454
HANDS/FISTS,,,394454
HANDS/FISTS,,,395177
HANDS/FISTS,,,395177
FEET,,,395842
HANDS/FISTS,,,396154
HANDS/FISTS,,,396154
"MOUTH (SPIT,BITE,ETC)",,,396154
HANDS/FISTS,,,396154
HANDS/FISTS,,,396154
FEET,,,396154
HANDS/FISTS,,,396441
HANDS/FISTS,,,396441
FIREARM - SEMI-AUTOMATIC,,,396984
FIREARM - SEMI-AUTOMATIC,,,396997
HANDS/FISTS,,,397884
HANDS/FISTS,,,397884
HANDS/FISTS,,,397884
HANDS/FISTS,,,397908
HANDS/FISTS,,,397908
HANDS/FISTS,,,397908
HANDS/FISTS,,,397908
KNIFE/OTHER CUTTING INSTRUMENT,,,399012
KNIFE/OTHER CUTTING INSTRUMENT,,,399030
FEET,,,399095
KNIFE/OTHER CUTTING INSTRUMENT,,,399102
KNIFE/OTHER CUTTING INSTRUMENT,,,399105
KNIFE/OTHER CUTTING INSTRUMENT,,,399123
KNIFE/OTHER CUTTING INSTRUMENT,,,399132
OTHER (SPECIFY),,,399867
FEET,,,399904
"MOUTH (SPIT,BITE,ETC)",,,399904
FIREARM - REVOLVER,,,400768
FIREARM - REVOLVER,,,400770
KNIFE/OTHER CUTTING INSTRUMENT,,,401494
KNIFE/OTHER CUTTING INSTRUMENT,,,401509
FIREARM - REVOLVER,,,401602
FIREARM - SEMI-AUTOMATIC,,,402086
OTHER (SPECIFY),,,402398
OTHER (SPECIFY),,,402517
FIREARM - REVOLVER,,,403877
FIREARM - SEMI-AUTOMATIC,,,404284
OTHER (SPECIFY),,APPROX 2FT PIPE,404294
OTHER (SPECIFY),,APPOX 2FT METAL PIPE,404296
KNIFE/OTHER CUTTING INSTRUMENT,,,404562
KNIFE/OTHER CUTTING INSTRUMENT,,,404566
KNIFE/OTHER CUTTING INSTRUMENT,,,404583
VEHICLE,,,405476
VEHICLE,,,405489
HANDS/FISTS,,,405840
HANDS/FISTS,,,405884
HANDS/FISTS,,,405884
HANDS/FISTS,,,405885
HANDS/FISTS,,,405885
HANDS/FISTS,,,405885
HANDS/FISTS,,,405887
HANDS/FISTS,,,405887
HANDS/FISTS,,,405887
KNIFE/OTHER CUTTING INSTRUMENT,,,406197
KNIFE/OTHER CUTTING INSTRUMENT,,,407932
HANDS/FISTS,,,408480
HANDS/FISTS,,,408480
HANDS/FISTS,,,408480
HANDS/FISTS,,,408481
HANDS/FISTS,,,408481
HANDS/FISTS,,,408481
HANDS/FISTS,,,409070
FEET,,,409070
HANDS/FISTS,,,409070
FEET,,,409199
HANDS/FISTS,,,409199
HANDS/FISTS,,,409199
FIREARM - SEMI-AUTOMATIC,,,409847
FIREARM - SEMI-AUTOMATIC,,,409927
HANDS/FISTS,,,410332
FEET,,,410437
HANDS/FISTS,,,410496
OTHER (SPECIFY),,LIQUOR BOTTLE,411864
KNIFE/OTHER CUTTING INSTRUMENT,,,412420
HANDS/FISTS,,,413346
HANDS/FISTS,,,413355
HANDS/FISTS,,,413514
HANDS/FISTS,,,413514
HANDS/FISTS,,,413535
HANDS/FISTS,,,413535
HANDS/FISTS,,,413535
HANDS/FISTS,,,413535
HANDS/FISTS,,,413565
HANDS/FISTS,,,413565
HANDS/FISTS,,,413565
HANDS/FISTS,,,413565
HANDS/FISTS,,,413587
HANDS/FISTS,,,413587
HANDS/FISTS,,,413587
HANDS/FISTS,,,413587
FEET,,,413587
HANDS/FISTS,,,413594
HANDS/FISTS,,,413594
FEET,,,413594
HANDS/FISTS,,,413594
FIREARM - SEMI-AUTOMATIC,,,413702
FIREARM - SEMI-AUTOMATIC,,,413703
FIREARM - SEMI-AUTOMATIC,,,413723
HANDS/FISTS,,,414350
FIREARM - SEMI-AUTOMATIC,,,414568
FIREARM - SEMI-AUTOMATIC,,,414612
HANDS/FISTS,,,414664
"MOUTH (SPIT,BITE,ETC)",,,415130
"MOUTH (SPIT,BITE,ETC)",,,415132
HANDS/FISTS,,,415682
HANDS/FISTS,,,415722
HANDS/FISTS,,,416181
HANDS/FISTS,,,416181
OTHER (SPECIFY),,,416776
OTHER (SPECIFY),,,416807
OTHER (SPECIFY),,1 FULL BOTTLE BURBOUN,417097
"MOUTH (SPIT,BITE,ETC)",,,418161
HANDS/FISTS,,,418161
FIREARM - SEMI-AUTOMATIC,,,418425
HANDS/FISTS,,,418425
HANDS/FISTS,,,418425
FEET,,,418914
HANDS/FISTS,,,418914
HANDS/FISTS,,,418977
FIREARM - SEMI-AUTOMATIC,,,419131
FIREARM - SEMI-AUTOMATIC,,,419136
FIREARM - SEMI-AUTOMATIC,,,419137
HANDS/FISTS,,,419565
HANDS/FISTS,,,419573
HANDS/FISTS,,,419578
FIREARM - REVOLVER,,,420172
KNIFE/OTHER CUTTING INSTRUMENT,,,420219
KNIFE/OTHER CUTTING INSTRUMENT,,,420265
HANDS/FISTS,,,420312
HANDS/FISTS,,,420312
OTHER (SPECIFY),,PHONE RECEIVER WITH CORD,420313
HANDS/FISTS,,,420313
HANDS/FISTS,,,420313
HANDS/FISTS,,,420313
OTHER (SPECIFY),,PHONE RECEIVER AND CORD,420314
HANDS/FISTS,,,420314
HANDS/FISTS,,,420314
HANDS/FISTS,,,420314
"MOUTH (SPIT,BITE,ETC)",,,420314
HANDS/FISTS,,,420327
HANDS/FISTS,,,420327
HANDS/FISTS,,,420327
HANDS/FISTS,,,420334
HANDS/FISTS,,,420334
HANDS/FISTS,,,420334
FIREARM - SEMI-AUTOMATIC,,,420870
FIREARM - SEMI-AUTOMATIC,,,420877
FIREARM - SEMI-AUTOMATIC,,,420945
FEET,,,421062
FEET,,,421103
HANDS/FISTS,,,421752
HANDS/FISTS,,,421801
HANDS/FISTS,,,421801
HANDS/FISTS,,,421826
"MOUTH (SPIT,BITE,ETC)",,,421827
FEET,,,421827
BLUNT INSTRUMENT,,,421848
HANDS/FISTS,,,421848
HANDS/FISTS,,,421848
FEET,,,421848
"MOUTH (SPIT,BITE,ETC)",,,421848
HANDS/FISTS,,,421848
HANDS/FISTS,,,421848
OTHER (SPECIFY),,FIRE EXTINGUISHER,421851
HANDS/FISTS,,,421851
FEET,,,421851
HANDS/FISTS,,,421851
HANDS/FISTS,,,421851
HANDS/FISTS,,,421851
"MOUTH (SPIT,BITE,ETC)",,,421851
HANDS/FISTS,,,421862
FEET,,,421871
"MOUTH (SPIT,BITE,ETC)",,,421871
FIREARM - SEMI-AUTOMATIC,,,422197
FIREARM - SEMI-AUTOMATIC,,,422228
HANDS/FISTS,,,422542
HANDS/FISTS,,,423772
FEET,,,423772
HANDS/FISTS,,,423772
FEET,,,424272
"MOUTH (SPIT,BITE,ETC)",,,424272
CHEMICAL WEAPON,,,424344
HANDS/FISTS,,,424372
HANDS/FISTS,,,424372
FIREARM - SEMI-AUTOMATIC,,,424440
HANDS/FISTS,,,424554
KNIFE/OTHER CUTTING INSTRUMENT,,,424638
KNIFE/OTHER CUTTING INSTRUMENT,,,424755
HANDS/FISTS,,,425349
HANDS/FISTS,,,425349
HANDS/FISTS,,,425349
OTHER (SPECIFY),,,425349
FEET,,,425362
"MOUTH (SPIT,BITE,ETC)",,,425422
OTHER (SPECIFY),,,425422
HANDS/FISTS,,,426009
"MOUTH (SPIT,BITE,ETC)",,,426014
HANDS/FISTS,,,426014
FEET,,,426014
OTHER (SPECIFY),,UNKNOWN PERCEIVED WEAPON,426034
HANDS/FISTS,,,426882
HANDS/FISTS,,,426885
FIREARM - SEMI-AUTOMATIC,,,427421
HANDS/FISTS,,,427937
HANDS/FISTS,,,427937
FEET,,,427937
HANDS/FISTS,,,427937
"MOUTH (SPIT,BITE,ETC)",,,427968
HANDS/FISTS,,,427968
HANDS/FISTS,,,427968
HANDS/FISTS,,,427968
HANDS/FISTS,,,428110
HANDS/FISTS,,,428110
HANDS/FISTS,,,428110
FIREARM - SEMI-AUTOMATIC,,,428917
FIREARM - SEMI-AUTOMATIC,,,428986
VEHICLE,,,429186
FIREARM - SEMI-AUTOMATIC,,,429514
HANDS/FISTS,,,430109
HANDS/FISTS,,,430109
HANDS/FISTS,,,430109
HANDS/FISTS,,,430110
HANDS/FISTS,,,430110
HANDS/FISTS,,,430110
FEET,,,430122
"MOUTH (SPIT,BITE,ETC)",,,430723
OTHER (SPECIFY),,,430723
FIREARM - SEMI-AUTOMATIC,,,430736
FIREARM - SEMI-AUTOMATIC,,,430759
FIREARM - REVOLVER,,,430823
HANDS/FISTS,,,430949
HANDS/FISTS,,,430949
HANDS/FISTS,,,430949
"MOUTH (SPIT,BITE,ETC)",,,430963
FIREARM - SEMI-AUTOMATIC,,,431103
FIREARM - SEMI-AUTOMATIC,,,431120
HANDS/FISTS,,,432005
"MOUTH (SPIT,BITE,ETC)",,,432005
HANDS/FISTS,,,432005
HANDS/FISTS,,,432005
FEET,,,432005
HANDS/FISTS,,,432006
HANDS/FISTS,,,432006
FEET,,,432006
HANDS/FISTS,,,432006
"MOUTH (SPIT,BITE,ETC)",,,432006
HANDS/FISTS,,,432070
"MOUTH (SPIT,BITE,ETC)",,,432070
HANDS/FISTS,,,432070
HANDS/FISTS,,,432070
FEET,,,432070
HANDS/FISTS,,,432090
HANDS/FISTS,,,432090
"MOUTH (SPIT,BITE,ETC)",,,432090
HANDS/FISTS,,,432090
HANDS/FISTS,,,432095
HANDS/FISTS,,,432095
"MOUTH (SPIT,BITE,ETC)",,,432404
HANDS/FISTS,,,432582
FEET,,,432582
"MOUTH (SPIT,BITE,ETC)",,,433757
HANDS/FISTS,,,433757
HANDS/FISTS,,,433757
HANDS/FISTS,,,433757
HANDS/FISTS,,,434825
HANDS/FISTS,,,434826
HANDS/FISTS,,,434826
FIREARM - SEMI-AUTOMATIC,,,435637
FEET,,,435637
FIREARM - SEMI-AUTOMATIC,,,435659
OTHER (SPECIFY),,,435871
HANDS/FISTS,,,436100
FEET,,,436100
"MOUTH (SPIT,BITE,ETC)",,,436100
HANDS/FISTS,,,436112
FEET,,,436112
"MOUTH (SPIT,BITE,ETC)",,,436112
FEET,,,436144
"MOUTH (SPIT,BITE,ETC)",,,436144
HANDS/FISTS,,,436144
HANDS/FISTS,,,436159
HANDS/FISTS,,,436159
HANDS/FISTS,,,436203
HANDS/FISTS,,,436828
OTHER (SPECIFY),,,436828
HANDS/FISTS,,,436946
HANDS/FISTS,,,436946
HANDS/FISTS,,,436946
HANDS/FISTS,,,436946
OTHER (SPECIFY),,,437008
FIREARM - SEMI-AUTOMATIC,,,437121
HANDS/FISTS,,,437121
HANDS/FISTS,,,437121
HANDS/FISTS,,,437121
HANDS/FISTS,,,437121
OTHER (SPECIFY),,,437850
OTHER (SPECIFY),,BLACK FINISH PELLET GUN,439141
VEHICLE,,,439434
VEHICLE,,,439442
OTHER (SPECIFY),,CAN OPENER,440711
HANDS/FISTS,,,441002
HANDS/FISTS,,,441022
FEET,,,441022
HANDS/FISTS,,,441026
FIREARM - SEMI-AUTOMATIC,,,441666
FIREARM - SEMI-AUTOMATIC,,,441874
"MOUTH (SPIT,BITE,ETC)",,,442037
HANDS/FISTS,,,442123
HANDS/FISTS,,,442123
HANDS/FISTS,,,442716
HANDS/FISTS,,,442716
KNIFE/OTHER CUTTING INSTRUMENT,,,442755
"MOUTH (SPIT,BITE,ETC)",,,442755
FEET,,,442755
HANDS/FISTS,,,442755
KNIFE/OTHER CUTTING INSTRUMENT,,,442757
"MOUTH (SPIT,BITE,ETC)",,,442757
FEET,,,442757
HANDS/FISTS,,,442757
HANDS/FISTS,,,442825
HANDS/FISTS,,,442870
KNIFE/OTHER CUTTING INSTRUMENT,,,442976
FEET,,,443068
FEET,,,443076
HANDS/FISTS,,,443076
HANDS/FISTS,,,443580
"MOUTH (SPIT,BITE,ETC)",,,443580
HANDS/FISTS,,,443588
HANDS/FISTS,,,443588
FIREARM - SEMI-AUTOMATIC,,,443776
KNIFE/OTHER CUTTING INSTRUMENT,,,444753
HANDS/FISTS,,,445542
FEET,,,445542
HANDS/FISTS,,,445559
FEET,,,445559
HANDS/FISTS,,,445572
HANDS/FISTS,,,445595
FEET,,,445603
HANDS/FISTS,,,445881
FEET,,,446560
OTHER (SPECIFY),,,446572
OTHER (SPECIFY),,,446581
OTHER (SPECIFY),,,446586
HANDS/FISTS,,,446965
FEET,,,447082
FIREARM - SEMI-AUTOMATIC,,,447110
FIREARM - SEMI-AUTOMATIC,,,447114
HANDS/FISTS,,,447206
HANDS/FISTS,,,447206
HANDS/FISTS,,,447308
HANDS/FISTS,,,447308
HANDS/FISTS,,,447622
BLUNT INSTRUMENT,,,447880
FEET,,,448561
"MOUTH (SPIT,BITE,ETC)",,,448561
OTHER (SPECIFY),,,448953
HANDS/FISTS,,,449209
"MOUTH (SPIT,BITE,ETC)",,,449209
HANDS/FISTS,,,449209
KNIFE/OTHER CUTTING INSTRUMENT,,,450266
"MOUTH (SPIT,BITE,ETC)",,,450266
"MOUTH (SPIT,BITE,ETC)",,,450324
HANDS/FISTS,,,450442
HANDS/FISTS,,,450442
OTHER (SPECIFY),,,450713
FIREARM - RIFLE,,,450937
FEET,,,451165
HANDS/FISTS,,,451201
HANDS/FISTS,,,451214
FEET,,,451214
HANDS/FISTS,,,451214
HANDS/FISTS,,,451214
HANDS/FISTS,,,451238
HANDS/FISTS,,,451238
HANDS/FISTS,,,451331
HANDS/FISTS,,,451331
HANDS/FISTS,,,451331
FIREARM - SEMI-AUTOMATIC,,,452119
FIREARM - SEMI-AUTOMATIC,,,452127
FIREARM - SEMI-AUTOMATIC,,,452149
FIREARM - SEMI-AUTOMATIC,,,452181
HANDS/FISTS,,,452381
FEET,,,452381
KNIFE/OTHER CUTTING INSTRUMENT,,,452722
KNIFE/OTHER CUTTING INSTRUMENT,,,452739
HANDS/FISTS,,,452895
KNIFE/OTHER CUTTING INSTRUMENT,,,452905
HANDS/FISTS,,,452905
HANDS/FISTS,,,452905
HANDS/FISTS,,,452905
HANDS/FISTS,,,452905
HANDS/FISTS,,,453028
FIREARM - SEMI-AUTOMATIC,,,453033
HANDS/FISTS,,,453142
HANDS/FISTS,,,453142
FEET,,,453317
BLUNT INSTRUMENT,,,453513
HANDS/FISTS,,,453838
HANDS/FISTS,,,453838
FIREARM - SEMI-AUTOMATIC,,,454543
HANDS/FISTS,,,454615
HANDS/FISTS,,,454680
HANDS/FISTS,,,454680
HANDS/FISTS,,,454680
HANDS/FISTS,,,454680
OTHER (SPECIFY),,POINTED PIECE OF WOOD,454969
KNIFE/OTHER CUTTING INSTRUMENT,,,455604
KNIFE/OTHER CUTTING INSTRUMENT,,,455620
FIREARM - SEMI-AUTOMATIC,,,455854
FIREARM - SEMI-AUTOMATIC,,,455855
HANDS/FISTS,,,455861
HANDS/FISTS,,,455872
FIREARM - SEMI-AUTOMATIC,,,455884
FIREARM - SEMI-AUTOMATIC,,,455892
FIREARM - SEMI-AUTOMATIC,,,455895
HANDS/FISTS,,,456175
HANDS/FISTS,,,456213
OTHER (SPECIFY),,BRICKS / BOTTLES,456247
OTHER (SPECIFY),,BOTTLES / BRICKS,456253
"MOUTH (SPIT,BITE,ETC)",,,456383
HANDS/FISTS,,,456554
"MOUTH (SPIT,BITE,ETC)",,,456554
HANDS/FISTS,,,456570
HANDS/FISTS,,,456570
HANDS/FISTS,,,456570
HANDS/FISTS,,,456570
"MOUTH (SPIT,BITE,ETC)",,,456609
HANDS/FISTS,,,456609
HANDS/FISTS,,,456609
HANDS/FISTS,,,456609
HANDS/FISTS,,,456609
HANDS/FISTS,,,456641
HANDS/FISTS,,,456641
HANDS/FISTS,,,456641
HANDS/FISTS,,,456641
FEET,,,457289
HANDS/FISTS,,,457324
HANDS/FISTS,,,457324
FEET,,,457416
HANDS/FISTS,,,457593
HANDS/FISTS,,,457619
KNIFE/OTHER CUTTING INSTRUMENT,,,458405
FEET,,,458659
FEET,,,458663
HANDS/FISTS,,,459550
HANDS/FISTS,,,459550
HANDS/FISTS,,,459767
FEET,,,459767
HANDS/FISTS,,,459798
HANDS/FISTS,,,459801
FEET,,,459801
"MOUTH (SPIT,BITE,ETC)",,,459801
HANDS/FISTS,,,459801
HANDS/FISTS,,,460046
"MOUTH (SPIT,BITE,ETC)",,,460046
HANDS/FISTS,,,460135
HANDS/FISTS,,,460135
FIREARM - SEMI-AUTOMATIC,,,460156
FIREARM - SEMI-AUTOMATIC,,,460173
FEET,,,460458
BLUNT INSTRUMENT,,,460978
HANDS/FISTS,,,461317
FEET,,,461317
HANDS/FISTS,,,461317
HANDS/FISTS,,,462003
HANDS/FISTS,,,462065
FEET,,,462065
"MOUTH (SPIT,BITE,ETC)",,,462065
HANDS/FISTS,,,462082
FEET,,,462082
"MOUTH (SPIT,BITE,ETC)",,,462082
KNIFE/OTHER CUTTING INSTRUMENT,,,463608
"MOUTH (SPIT,BITE,ETC)",,,464319
KNIFE/OTHER CUTTING INSTRUMENT,,,465045
HANDS/FISTS,,,465989
FEET,,,465989
HANDS/FISTS,,,465989
HANDS/FISTS,,,465989
HANDS/FISTS,,,465989
HANDS/FISTS,,,466003
HANDS/FISTS,,,466003
FEET,,,466003
HANDS/FISTS,,,466003
HANDS/FISTS,,,466003
HANDS/FISTS,,,466141
HANDS/FISTS,,,466143
HANDS/FISTS,,,466143
HANDS/FISTS,,,466143
HANDS/FISTS,,,466143
HANDS/FISTS,,,466752
HANDS/FISTS,,,466752
"MOUTH (SPIT,BITE,ETC)",,,467681
"MOUTH (SPIT,BITE,ETC)",,,467682
HANDS/FISTS,,,467880
"MOUTH (SPIT,BITE,ETC)",,,467880
FEET,,,467880
HANDS/FISTS,,,467891
FEET,,,467891
"MOUTH (SPIT,BITE,ETC)",,,467891
FIREARM - SEMI-AUTOMATIC,,,468337
KNIFE/OTHER CUTTING INSTRUMENT,,,468384
FIREARM - SEMI-AUTOMATIC,,,468454
KNIFE/OTHER CUTTING INSTRUMENT,,,468516
HANDS/FISTS,,,468620
HANDS/FISTS,,,469018
HANDS/FISTS,,,469018
HANDS/FISTS,,,469018
FIREARM - SEMI-AUTOMATIC,,,469448
HANDS/FISTS,,,469634
HANDS/FISTS,,,469634
FEET,,,469634
HANDS/FISTS,,,469678
FEET,,,469678
HANDS/FISTS,,,469687
HANDS/FISTS,,,469687
FEET,,,469687
HANDS/FISTS,,,469687
HANDS/FISTS,,,469687
HANDS/FISTS,,,469731
FEET,,,469731
HANDS/FISTS,,,469731
HANDS/FISTS,,,469731
HANDS/FISTS,,,469734
HANDS/FISTS,,,469740
KNIFE/OTHER CUTTING INSTRUMENT,,,470357
KNIFE/OTHER CUTTING INSTRUMENT,,,470380
KNIFE/OTHER CUTTING INSTRUMENT,,,470399
HANDS/FISTS,,,470683
FEET,,,470683
HANDS/FISTS,,,470683
HANDS/FISTS,,,470683
HANDS/FISTS,,,470685
HANDS/FISTS,,,470685
FEET,,,470685
FEET,,,470691
HANDS/FISTS,,,470691
HANDS/FISTS,,,470691
HANDS/FISTS,,,470691
HANDS/FISTS,,,470711
HANDS/FISTS,,,470711
FEET,,,470711
HANDS/FISTS,,,470711
HANDS/FISTS,,,470711
VEHICLE,,,471613
OTHER (SPECIFY),,PLASTIC BOTTLE,471831
OTHER (SPECIFY),,PLASTIC BOTTLE,471848
